route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible                                                                                                                                                                                                                                                
6530060000AV006,2022-12-032022-12-03050791,0507912022-12-03,,05079,,,,1                                                                                                                                                                                                                                                                                       
6530060000AV006,2022-12-042022-12-05050791,0507912022-12-04,,05079,,,,1                                                                                                                                                                                                                                                                                       
6530060000AV006,2022-12-062022-12-06050791,0507912022-12-06,,05079,,,,1                                                                                                                                                                                                                                                                                       
6530060000AV006,2022-12-082022-12-08050791,0507912022-12-08,,05079,,,,1                                                                                                                                                                                                                                                                                       
6530060000AV006,2022-12-102022-12-10050791,0507912022-12-10,,05079,,,,1                                                                                                                                                                                                                                                                                       
6000003216AV006,2022-09-242022-09-24050801,0508012022-09-24,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003216AV006,2022-09-252022-09-30050801,0508012022-09-25,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003216AV006,2022-10-012022-10-01050801,0508012022-10-01,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003216AV006,2022-10-022022-10-07050801,0508012022-10-02,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003216AV006,2022-10-082022-10-08050801,0508012022-10-08,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003216AV006,2022-10-092022-10-14050801,0508012022-10-09,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003216AV006,2022-10-152022-10-15050801,0508012022-10-15,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003216AV006,2022-10-162022-10-21050801,0508012022-10-16,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003216AV006,2022-10-222022-10-22050801,0508012022-10-22,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003216AV006,2022-10-232022-10-28050801,0508012022-10-23,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003216AV006,2022-10-292022-10-29050801,0508012022-10-29,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003216AV006,2022-10-302022-11-04050801,0508012022-10-30,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003216AV006,2022-11-052022-11-05050801,0508012022-11-05,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003216AV006,2022-11-062022-11-11050801,0508012022-11-06,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003216AV006,2022-11-122022-11-12050801,0508012022-11-12,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003216AV006,2022-11-132022-11-18050801,0508012022-11-13,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003216AV006,2022-11-192022-11-19050801,0508012022-11-19,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003216AV006,2022-11-202022-11-25050801,0508012022-11-20,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003216AV006,2022-11-262022-11-26050801,0508012022-11-26,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003216AV006,2022-11-272022-12-02050801,0508012022-11-27,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003216AV006,2022-12-032022-12-03050801,0508012022-12-03,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003216AV006,2022-12-042022-12-09050801,0508012022-12-04,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003216AV006,2022-12-102022-12-10050801,0508012022-12-10,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003213AV006,2022-09-242022-09-24050802,0508022022-09-24,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003213AV006,2022-09-252022-09-30050802,0508022022-09-25,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003213AV006,2022-10-012022-10-01050802,0508022022-10-01,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003213AV006,2022-10-022022-10-07050802,0508022022-10-02,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003213AV006,2022-10-082022-10-08050802,0508022022-10-08,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003213AV006,2022-10-092022-10-14050802,0508022022-10-09,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003213AV006,2022-10-152022-10-15050802,0508022022-10-15,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003213AV006,2022-10-162022-10-21050802,0508022022-10-16,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003213AV006,2022-10-222022-10-22050802,0508022022-10-22,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003213AV006,2022-10-232022-10-28050802,0508022022-10-23,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003213AV006,2022-10-292022-10-29050802,0508022022-10-29,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003213AV006,2022-10-302022-11-04050802,0508022022-10-30,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003213AV006,2022-11-052022-11-05050802,0508022022-11-05,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003213AV006,2022-11-062022-11-11050802,0508022022-11-06,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003213AV006,2022-11-122022-11-12050802,0508022022-11-12,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003213AV006,2022-11-132022-11-18050802,0508022022-11-13,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003213AV006,2022-11-192022-11-19050802,0508022022-11-19,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003213AV006,2022-11-202022-11-25050802,0508022022-11-20,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003213AV006,2022-11-262022-11-26050802,0508022022-11-26,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003213AV006,2022-11-272022-12-02050802,0508022022-11-27,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003213AV006,2022-12-032022-12-03050802,0508022022-12-03,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003213AV006,2022-12-042022-12-09050802,0508022022-12-04,,05080,,,,1                                                                                                                                                                                                                                                                                       
6000003213AV006,2022-12-102022-12-10050802,0508022022-12-10,,05080,,,,1                                                                                                                                                                                                                                                                                       
0321660000AV006,2022-09-242022-09-24050811,0508112022-09-24,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321660000AV006,2022-09-252022-09-30050811,0508112022-09-25,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321660000AV006,2022-10-012022-10-01050811,0508112022-10-01,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321660000AV006,2022-10-022022-10-07050811,0508112022-10-02,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321660000AV006,2022-10-082022-10-08050811,0508112022-10-08,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321660000AV006,2022-10-092022-10-14050811,0508112022-10-09,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321660000AV006,2022-10-152022-10-15050811,0508112022-10-15,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321660000AV006,2022-10-162022-10-21050811,0508112022-10-16,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321660000AV006,2022-10-222022-10-22050811,0508112022-10-22,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321660000AV006,2022-10-232022-10-28050811,0508112022-10-23,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321660000AV006,2022-10-292022-10-29050811,0508112022-10-29,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321660000AV006,2022-10-302022-11-04050811,0508112022-10-30,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321660000AV006,2022-11-052022-11-05050811,0508112022-11-05,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321660000AV006,2022-11-062022-11-11050811,0508112022-11-06,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321660000AV006,2022-11-122022-11-12050811,0508112022-11-12,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321660000AV006,2022-11-132022-11-18050811,0508112022-11-13,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321660000AV006,2022-11-192022-11-19050811,0508112022-11-19,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321660000AV006,2022-11-202022-11-25050811,0508112022-11-20,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321660000AV006,2022-11-262022-11-26050811,0508112022-11-26,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321660000AV006,2022-11-272022-12-02050811,0508112022-11-27,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321660000AV006,2022-12-032022-12-03050811,0508112022-12-03,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321660000AV006,2022-12-042022-12-04050811,0508112022-12-04,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321660000AV006,2022-12-062022-12-06050811,0508112022-12-06,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321660000AV006,2022-12-082022-12-09050811,0508112022-12-08,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321660000AV006,2022-12-102022-12-10050811,0508112022-12-10,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321360000AV006,2022-09-242022-09-24050812,0508122022-09-24,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321360000AV006,2022-09-252022-09-30050812,0508122022-09-25,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321360000AV006,2022-10-012022-10-01050812,0508122022-10-01,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321360000AV006,2022-10-022022-10-07050812,0508122022-10-02,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321360000AV006,2022-10-082022-10-08050812,0508122022-10-08,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321360000AV006,2022-10-092022-10-14050812,0508122022-10-09,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321360000AV006,2022-10-152022-10-15050812,0508122022-10-15,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321360000AV006,2022-10-162022-10-21050812,0508122022-10-16,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321360000AV006,2022-10-222022-10-22050812,0508122022-10-22,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321360000AV006,2022-10-232022-10-28050812,0508122022-10-23,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321360000AV006,2022-10-292022-10-29050812,0508122022-10-29,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321360000AV006,2022-10-302022-11-04050812,0508122022-10-30,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321360000AV006,2022-11-052022-11-05050812,0508122022-11-05,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321360000AV006,2022-11-062022-11-11050812,0508122022-11-06,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321360000AV006,2022-11-122022-11-12050812,0508122022-11-12,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321360000AV006,2022-11-132022-11-18050812,0508122022-11-13,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321360000AV006,2022-11-192022-11-19050812,0508122022-11-19,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321360000AV006,2022-11-202022-11-25050812,0508122022-11-20,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321360000AV006,2022-11-262022-11-26050812,0508122022-11-26,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321360000AV006,2022-11-272022-12-02050812,0508122022-11-27,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321360000AV006,2022-12-032022-12-03050812,0508122022-12-03,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321360000AV006,2022-12-042022-12-04050812,0508122022-12-04,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321360000AV006,2022-12-062022-12-06050812,0508122022-12-06,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321360000AV006,2022-12-082022-12-09050812,0508122022-12-08,,05081,,,,1                                                                                                                                                                                                                                                                                       
0321360000AV006,2022-12-102022-12-10050812,0508122022-12-10,,05081,,,,1                                                                                                                                                                                                                                                                                       
6091117000AV006,2022-09-242022-09-24050831,0508312022-09-24,,05083,,,,1                                                                                                                                                                                                                                                                                       
6091117000AV006,2022-09-252022-09-30050831,0508312022-09-25,,05083,,,,1                                                                                                                                                                                                                                                                                       
6091117000AV006,2022-10-012022-10-01050831,0508312022-10-01,,05083,,,,1                                                                                                                                                                                                                                                                                       
6091117000AV006,2022-10-022022-10-07050831,0508312022-10-02,,05083,,,,1                                                                                                                                                                                                                                                                                       
6091117000AV006,2022-10-082022-10-08050831,0508312022-10-08,,05083,,,,1                                                                                                                                                                                                                                                                                       
6091117000AV006,2022-10-092022-10-14050831,0508312022-10-09,,05083,,,,1                                                                                                                                                                                                                                                                                       
6091117000AV006,2022-10-152022-10-15050831,0508312022-10-15,,05083,,,,1                                                                                                                                                                                                                                                                                       
6091117000AV006,2022-10-162022-10-21050831,0508312022-10-16,,05083,,,,1                                                                                                                                                                                                                                                                                       
6091117000AV006,2022-10-222022-10-22050831,0508312022-10-22,,05083,,,,1                                                                                                                                                                                                                                                                                       
6091117000AV006,2022-10-232022-10-28050831,0508312022-10-23,,05083,,,,1                                                                                                                                                                                                                                                                                       
6091117000AV006,2022-10-292022-10-29050831,0508312022-10-29,,05083,,,,1                                                                                                                                                                                                                                                                                       
6091117000AV006,2022-10-302022-11-04050831,0508312022-10-30,,05083,,,,1                                                                                                                                                                                                                                                                                       
6091117000AV006,2022-11-052022-11-05050831,0508312022-11-05,,05083,,,,1                                                                                                                                                                                                                                                                                       
6091117000AV006,2022-11-062022-11-11050831,0508312022-11-06,,05083,,,,1                                                                                                                                                                                                                                                                                       
6091117000AV006,2022-11-122022-11-12050831,0508312022-11-12,,05083,,,,1                                                                                                                                                                                                                                                                                       
6091117000AV006,2022-11-132022-11-18050831,0508312022-11-13,,05083,,,,1                                                                                                                                                                                                                                                                                       
6091117000AV006,2022-11-192022-11-19050831,0508312022-11-19,,05083,,,,1                                                                                                                                                                                                                                                                                       
6091117000AV006,2022-11-202022-11-25050831,0508312022-11-20,,05083,,,,1                                                                                                                                                                                                                                                                                       
6091117000AV006,2022-11-262022-11-26050831,0508312022-11-26,,05083,,,,1                                                                                                                                                                                                                                                                                       
6091117000AV006,2022-11-272022-12-02050831,0508312022-11-27,,05083,,,,1                                                                                                                                                                                                                                                                                       
6091117000AV006,2022-12-032022-12-03050831,0508312022-12-03,,05083,,,,1                                                                                                                                                                                                                                                                                       
6091117000AV006,2022-12-042022-12-09050831,0508312022-12-04,,05083,,,,1                                                                                                                                                                                                                                                                                       
6091117000AV006,2022-12-102022-12-10050831,0508312022-12-10,,05083,,,,1                                                                                                                                                                                                                                                                                       
1510060911AV006,2022-09-252022-09-30050921,0509212022-09-25,,05092,,,,1                                                                                                                                                                                                                                                                                       
1510060911AV006,2022-10-022022-10-07050921,0509212022-10-02,,05092,,,,1                                                                                                                                                                                                                                                                                       
1510060911AV006,2022-10-092022-10-11050921,0509212022-10-09,,05092,,,,1                                                                                                                                                                                                                                                                                       
1510060911AV006,2022-10-132022-10-14050921,0509212022-10-13,,05092,,,,1                                                                                                                                                                                                                                                                                       
1510060911AV006,2022-10-162022-10-21050921,0509212022-10-16,,05092,,,,1                                                                                                                                                                                                                                                                                       
